payment_id,invoice_id,payment_date,payment_amount,payment_method,retry_count
P0001124,INV001126,2024-01-21,346.72,ACH,2
P0001125,INV001127,2024-02-05,625.9,Wire,1
P0001126,INV001128,2024-02-12,625.9,Card,1
P0001127,INV001129,2024-03-06,625.9,Card,1
P0001128,INV001130,2024-05-02,625.9,ACH,3
P0001129,INV001131,2024-06-04,625.9,Wire,3
P0001130,INV001132,2024-06-05,556.94,Wire,1
P0001131,INV001133,2024-07-21,625.9,Card,1
P0001132,INV001135,2024-09-12,587.23,Wire,2
P0001133,INV001136,2024-10-21,625.9,Card,3
P0001134,INV001137,2024-12-09,488.7,Card,0
P0001135,INV001138,2025-01-04,585.95,ACH,1
P0001136,INV001140,2023-11-17,114.2,ACH,1
P0001137,INV001141,2024-01-05,106.22,Wire,2
P0001138,INV001142,2024-01-09,103.14,Card,2
P0001139,INV001143,2024-02-14,127.6,Wire,1
P0001140,INV001144,2024-03-07,108.9,Wire,3
P0001141,INV001145,2024-04-22,99.21,Wire,0
P0001142,INV001146,2024-05-03,127.6,Wire,3
P0001143,INV001147,2024-06-29,127.6,Wire,1
P0001144,INV001148,2024-07-24,127.6,Wire,3
P0001145,INV001149,2024-08-06,34.96,ACH,3
P0001146,INV001150,2024-10-02,127.6,Wire,2
P0001147,INV001151,2024-10-25,110.04,Card,1
P0001148,INV001152,2024-07-20,374.0,Card,3
P0001149,INV001153,2024-09-05,374.0,ACH,3
P0001150,INV001154,2024-09-10,374.0,Wire,1
P0001151,INV001155,2024-10-05,211.98,Card,1
P0001152,INV001156,2024-12-04,374.0,Card,3
P0001153,INV001157,2025-01-04,374.0,ACH,3
P0001154,INV001158,2023-06-15,388.26,Card,3
P0001155,INV001159,2023-07-31,455.19,Wire,3
P0001156,INV001160,2023-08-31,501.6,ACH,2
P0001157,INV001161,2023-10-06,501.6,Card,3
P0001158,INV001162,2023-10-26,501.6,ACH,3
P0001159,INV001163,2023-11-20,162.81,Card,1
P0001160,INV001164,2023-12-31,501.6,Wire,3
P0001161,INV001165,2024-01-09,108.95,ACH,2
P0001162,INV001165,2024-01-26,100.33,Wire,2
P0001163,INV001166,2024-03-05,394.89,Wire,3
P0001164,INV001167,2024-03-07,422.06,ACH,3
P0001165,INV001168,2024-05-08,426.42,Card,2
P0001166,INV001169,2024-05-11,145.88,Card,3
P0001167,INV001169,2024-05-05,78.77,Wire,1
P0001168,INV001170,2024-06-21,423.01,Card,0
P0001169,INV001171,2024-07-17,184.08,Wire,0
P0001170,INV001172,2024-08-03,394.47,ACH,2
P0001171,INV001173,2024-09-26,359.42,Card,0
P0001172,INV001174,2024-10-04,501.6,Card,1
P0001173,INV001175,2024-11-29,501.6,Wire,2
P0001174,INV001176,2024-12-04,501.6,ACH,0
P0001175,INV001178,2023-03-20,84.83,Card,2
P0001176,INV001179,2023-04-24,71.49,Card,1
P0001177,INV001180,2023-05-11,91.3,Card,0
P0001178,INV001181,2023-07-28,162.8,Wire,3
P0001179,INV001183,2023-09-20,66.39,ACH,0
P0001180,INV001184,2023-11-08,125.2,ACH,0
P0001181,INV001185,2023-11-12,162.8,ACH,1
P0001182,INV001186,2023-12-31,132.73,Wire,0
P0001183,INV001187,2024-02-01,162.8,ACH,0
P0001184,INV001188,2024-02-27,537.9,Card,2
P0001185,INV001189,2024-03-20,448.16,Card,3
P0001186,INV001190,2024-04-17,426.06,ACH,2
P0001187,INV001191,2024-05-22,537.9,Card,0
P0001188,INV001192,2023-04-12,378.4,Wire,2
P0001189,INV001193,2023-05-04,160.02,Wire,0
P0001190,INV001194,2023-06-08,304.5,Card,1
P0001191,INV001195,2023-07-26,378.4,Card,2
P0001192,INV001196,2023-08-04,378.4,Wire,1
P0001193,INV001197,2023-10-05,325.46,ACH,3
P0001194,INV001198,2023-10-13,300.78,ACH,1
P0001195,INV001199,2024-12-05,126.5,Wire,3
P0001196,INV001200,2024-12-17,126.5,ACH,1
P0001197,INV001201,2024-08-30,403.62,Wire,3
P0001198,INV001202,2024-10-05,537.9,Wire,1
P0001199,INV001203,2024-10-28,537.9,Wire,2
P0001200,INV001204,2024-11-12,445.33,Wire,2
P0001201,INV001205,2024-11-24,639.1,ACH,1
P0001202,INV001206,2024-12-23,570.5,Wire,1
P0001203,INV001207,2024-04-29,475.2,Wire,1
P0001204,INV001208,2024-05-03,125.27,Card,2
P0001205,INV001208,2024-05-14,48.28,ACH,3
P0001206,INV001209,2024-06-04,475.2,Wire,2
P0001207,INV001210,2024-07-01,475.2,Card,0
P0001208,INV001211,2024-09-01,475.2,Wire,3
P0001209,INV001212,2024-10-10,449.08,ACH,1
P0001210,INV001213,2024-11-06,302.38,ACH,3
P0001211,INV001214,2024-11-12,378.3,Wire,0
P0001212,INV001215,2024-12-14,475.2,ACH,2
P0001213,INV001216,2024-09-15,435.51,Wire,0
P0001214,INV001217,2024-10-19,563.2,Wire,3
P0001215,INV001218,2024-11-14,563.2,ACH,2
P0001216,INV001219,2024-12-06,563.2,ACH,2
P0001217,INV001221,2024-09-16,300.3,Card,3
P0001218,INV001223,2024-11-07,300.3,ACH,0
P0001219,INV001225,2023-05-01,379.25,Wire,0
P0001220,INV001226,2023-07-05,414.7,Card,3
P0001221,INV001227,2023-07-28,414.7,ACH,3
P0001222,INV001228,2023-08-26,414.7,Wire,2
P0001223,INV001229,2023-09-01,414.7,ACH,3
P0001224,INV001230,2023-10-18,414.7,Card,1
P0001225,INV001231,2023-12-06,414.7,ACH,0
P0001226,INV001232,2023-12-03,370.37,Wire,2
P0001227,INV001233,2024-01-17,414.7,Wire,3
P0001228,INV001235,2024-03-26,414.7,ACH,1
P0001229,INV001236,2024-04-08,319.63,ACH,3
P0001230,INV001237,2024-05-24,120.89,Wire,0
P0001231,INV001237,2024-06-01,30.65,Wire,3
P0001232,INV001238,2024-05-05,243.1,ACH,3
P0001233,INV001239,2024-06-05,219.17,ACH,3
P0001234,INV001240,2024-07-18,67.55,ACH,2
P0001235,INV001240,2024-07-13,27.75,Wire,2
P0001236,INV001241,2024-08-18,243.1,ACH,2
P0001237,INV001243,2024-11-03,129.8,ACH,3
P0001238,INV001244,2024-11-02,243.1,Wire,1
P0001239,INV001245,2024-12-15,243.1,Card,2
P0001240,INV001246,2024-11-03,144.1,Wire,1
P0001241,INV001247,2024-12-06,144.1,Wire,3
P0001242,INV001248,2024-12-17,144.1,ACH,2
P0001243,INV001249,2024-02-03,136.4,Wire,2
P0001244,INV001250,2024-02-07,106.35,Wire,2
P0001245,INV001251,2024-03-27,136.4,Wire,0
P0001246,INV001252,2024-04-05,136.4,Card,3
P0001247,INV001253,2024-09-06,156.2,ACH,0
P0001248,INV001254,2024-09-29,43.21,ACH,3
P0001249,INV001254,2024-09-23,21.46,Card,2
P0001250,INV001255,2024-10-03,96.68,Wire,0
P0001251,INV001257,2024-10-14,99.0,Card,2
P0001252,INV001258,2024-11-16,12.42,Wire,2
P0001253,INV001258,2024-11-20,7.17,Wire,2
P0001254,INV001259,2024-12-10,62.86,Wire,1
P0001255,INV001260,2023-09-03,325.88,ACH,0
P0001256,INV001261,2023-10-07,371.8,Wire,2
P0001257,INV001262,2023-10-15,371.8,Wire,1
P0001258,INV001263,2023-11-27,71.9,Card,1
P0001259,INV001263,2023-11-17,30.18,Card,2
P0001260,INV001264,2023-12-22,371.8,Card,0
P0001261,INV001265,2024-01-02,319.22,Card,2
P0001262,INV001266,2024-02-03,371.8,Wire,1
P0001263,INV001267,2024-03-11,125.68,ACH,1
P0001264,INV001268,2024-04-30,371.8,Card,2
P0001265,INV001269,2024-05-13,92.8,ACH,0
P0001266,INV001269,2024-05-06,14.68,Wire,1
P0001267,INV001270,2024-07-06,332.63,Card,3
P0001268,INV001271,2024-07-04,371.8,ACH,1
P0001269,INV001272,2024-08-30,299.76,Card,0
P0001270,INV001273,2024-09-02,91.3,Wire,1
P0001271,INV001274,2024-09-24,91.3,Card,3
P0001272,INV001275,2024-11-04,71.75,Card,0
P0001273,INV001276,2024-11-17,91.3,Wire,0
P0001274,INV001277,2025-01-03,91.3,ACH,3
P0001275,INV001278,2023-03-12,2096.6,Card,1
P0001276,INV001279,2023-04-02,1141.8,Wire,3
P0001277,INV001280,2023-05-08,1884.02,ACH,0
P0001278,INV001281,2023-06-28,1885.36,ACH,0
P0001279,INV001282,2023-07-27,1936.86,ACH,1
P0001280,INV001283,2023-08-05,2096.6,Wire,0
P0001281,INV001284,2023-09-20,2096.6,Wire,0
P0001282,INV001285,2023-10-04,1369.25,ACH,3
P0001283,INV001286,2023-11-22,2096.6,Wire,1
P0001284,INV001287,2023-12-11,2096.6,Wire,1
P0001285,INV001288,2024-01-17,2096.6,ACH,2
P0001286,INV001289,2024-02-11,1564.67,Card,3
P0001287,INV001290,2024-04-05,1879.0,Wire,1
P0001288,INV001291,2024-04-23,2096.6,Wire,2
P0001289,INV001292,2024-05-11,2096.6,ACH,1
P0001290,INV001293,2024-06-18,1546.99,Card,0
P0001291,INV001294,2024-07-25,2096.6,Wire,0
P0001292,INV001295,2024-08-06,2096.6,Wire,2
P0001293,INV001296,2024-09-05,2096.6,ACH,1
P0001294,INV001297,2024-10-03,2096.6,Card,2
P0001295,INV001298,2024-11-03,1867.93,ACH,2
P0001296,INV001299,2025-01-08,2096.6,Card,2
P0001297,INV001300,2023-06-13,458.7,ACH,3
P0001298,INV001301,2023-07-04,364.07,Wire,2
P0001299,INV001302,2023-09-06,359.26,Card,1
P0001300,INV001303,2023-09-02,458.7,Card,2
P0001301,INV001304,2023-11-04,458.7,Wire,0
P0001302,INV001305,2023-11-25,458.7,Card,2
P0001303,INV001306,2023-12-22,458.7,Card,1
P0001304,INV001307,2023-12-12,1875.5,Wire,2
P0001305,INV001308,2024-02-04,1875.5,ACH,2
P0001306,INV001309,2024-03-09,1173.31,ACH,3
P0001307,INV001310,2024-03-18,670.05,ACH,3
P0001308,INV001311,2024-04-02,1642.64,Wire,2
P0001309,INV001312,2024-05-05,1875.5,ACH,3
P0001310,INV001313,2024-07-07,1875.5,ACH,2
P0001311,INV001314,2024-08-09,1875.5,ACH,2
P0001312,INV001315,2024-08-06,1875.5,Wire,2
P0001313,INV001316,2024-09-08,343.99,Card,2
P0001314,INV001316,2024-10-09,123.05,ACH,3
P0001315,INV001317,2024-10-26,1875.5,Wire,0
P0001316,INV001318,2024-12-09,1786.2,ACH,1
P0001317,INV001319,2024-12-27,1875.5,Wire,1
P0001318,INV001320,2023-11-26,245.3,Card,3
P0001319,INV001321,2023-12-25,196.07,Wire,1
P0001320,INV001322,2024-01-24,245.3,ACH,0
P0001321,INV001323,2024-02-08,147.97,Card,1
P0001322,INV001324,2024-04-01,175.8,ACH,1
P0001323,INV001325,2024-04-05,245.3,Card,3
P0001324,INV001326,2024-05-19,211.48,ACH,1
P0001325,INV001327,2024-07-02,245.3,Wire,3
P0001326,INV001328,2024-07-11,207.47,Card,3
P0001327,INV001329,2024-08-09,140.94,Card,3
P0001328,INV001330,2024-09-22,168.91,Card,1
P0001329,INV001331,2024-10-20,245.3,Wire,1
P0001330,INV001332,2024-12-03,245.3,Card,3
P0001331,INV001333,2024-11-17,2405.93,ACH,0
P0001332,INV001334,2024-12-20,2550.01,Card,1
P0001333,INV001335,2024-09-06,498.24,Wire,1
P0001334,INV001336,2024-09-05,425.38,Wire,1
P0001335,INV001337,2024-10-21,546.7,Card,2
P0001336,INV001338,2024-11-03,215.38,Card,3
P0001337,INV001339,2024-11-16,99.0,Card,1
P0001338,INV001340,2024-12-15,99.0,ACH,0
P0001339,INV001341,2024-09-28,616.0,Card,2
P0001340,INV001342,2024-10-13,257.31,Card,2
P0001341,INV001342,2024-10-31,51.65,Wire,2
P0001342,INV001343,2024-11-18,616.0,Wire,2
P0001343,INV001344,2025-01-04,485.16,ACH,3
P0001344,INV001345,2023-01-19,163.9,Card,3
P0001345,INV001346,2023-02-28,147.77,Wire,1
P0001346,INV001347,2023-03-02,163.9,Card,0
P0001347,INV001348,2023-04-25,96.87,Card,3
P0001348,INV001349,2023-06-06,99.03,Card,0
P0001349,INV001351,2023-07-11,163.9,Wire,0
P0001350,INV001352,2023-08-18,163.9,Wire,1
P0001351,INV001353,2023-09-21,138.3,Card,0
P0001352,INV001354,2023-11-05,163.9,Wire,0
P0001353,INV001355,2023-12-06,138.39,Card,2
P0001354,INV001356,2023-12-19,163.9,Wire,3
P0001355,INV001357,2024-01-19,163.9,Wire,0
P0001356,INV001358,2024-01-08,328.9,ACH,0
P0001357,INV001359,2024-02-13,328.9,Card,1
P0001358,INV001360,2024-04-01,328.9,ACH,0
P0001359,INV001361,2024-04-24,328.9,Wire,3
P0001360,INV001362,2024-05-24,328.9,ACH,2
P0001361,INV001363,2024-06-14,278.48,Wire,1
P0001362,INV001364,2024-07-13,328.9,ACH,1
P0001363,INV001365,2024-08-28,305.24,Wire,2
P0001364,INV001366,2024-09-06,328.9,Wire,0
P0001365,INV001367,2024-10-24,328.9,Card,3
P0001366,INV001368,2024-12-08,328.9,Wire,3
P0001367,INV001369,2024-12-10,328.9,Card,2
P0001368,INV001370,2023-12-08,51.98,ACH,1
P0001369,INV001371,2024-01-08,62.7,ACH,1
P0001370,INV001372,2024-01-03,62.7,Card,2
P0001371,INV001373,2024-02-26,59.15,Card,1
P0001372,INV001374,2024-03-17,62.7,Card,1
P0001373,INV001375,2024-04-09,57.33,Card,0
P0001374,INV001376,2024-05-25,24.81,Wire,2
P0001375,INV001376,2024-05-09,12.54,ACH,3
P0001376,INV001377,2024-06-22,62.7,ACH,3
P0001377,INV001378,2024-07-21,62.7,Wire,2
P0001378,INV001379,2024-09-04,62.7,Card,2
P0001379,INV001380,2024-09-06,62.7,ACH,1
P0001380,INV001381,2024-10-29,62.7,Wire,0
P0001381,INV001382,2024-11-09,59.35,Card,1
P0001382,INV001383,2024-11-30,382.8,Card,2
P0001383,INV001384,2024-12-09,382.8,Wire,0
P0001384,INV001385,2023-06-16,2582.8,Wire,0
P0001385,INV001386,2023-07-01,2582.8,Wire,0
P0001386,INV001387,2023-08-18,2582.8,Card,3
P0001387,INV001388,2023-09-09,2282.42,ACH,0
P0001388,INV001389,2023-04-02,300.3,ACH,1
P0001389,INV001390,2023-04-30,265.6,Wire,3
P0001390,INV001391,2023-05-01,250.35,ACH,2
P0001391,INV001392,2023-06-14,300.3,ACH,0
P0001392,INV001393,2023-09-16,1141.08,Wire,1
P0001393,INV001394,2023-10-27,1166.74,Card,2
P0001394,INV001395,2023-11-11,1316.7,Card,1
P0001395,INV001396,2023-12-03,1218.09,Wire,3
P0001396,INV001397,2024-01-09,1316.7,Card,3
P0001397,INV001398,2024-02-15,1103.23,Card,3
P0001398,INV001399,2024-04-07,1194.0,Card,3
P0001399,INV001400,2024-05-09,1316.7,Wire,2
P0001400,INV001401,2024-05-14,1316.7,ACH,2
P0001401,INV001402,2024-06-13,1316.7,Wire,2
P0001402,INV001403,2024-07-26,1316.7,Card,0
P0001403,INV001404,2024-09-08,1135.38,ACH,3
P0001404,INV001405,2024-09-12,1181.91,ACH,2
P0001405,INV001406,2024-09-21,72.6,Wire,0
P0001406,INV001407,2024-10-18,72.6,Card,0
P0001407,INV001408,2024-11-25,72.6,Card,3
P0001408,INV001409,2024-12-03,72.6,ACH,3
P0001409,INV001410,2024-11-05,163.9,Wire,2
P0001410,INV001411,2024-12-03,163.9,Card,3
P0001411,INV001412,2023-08-11,390.5,ACH,0
P0001412,INV001413,2023-09-23,340.74,ACH,0
P0001413,INV001414,2023-11-02,311.71,Card,0
P0001414,INV001415,2023-12-04,390.5,ACH,0
P0001415,INV001416,2024-01-08,489.74,Card,2
P0001416,INV001417,2024-02-12,530.2,ACH,1
P0001417,INV001418,2024-03-29,412.96,Wire,3
P0001418,INV001419,2024-05-06,493.99,Wire,1
P0001419,INV001420,2024-05-07,530.2,ACH,0
P0001420,INV001421,2024-06-30,530.2,Wire,0
P0001421,INV001422,2024-08-02,375.98,Card,2
P0001422,INV001423,2024-09-07,476.2,ACH,0
P0001423,INV001424,2024-09-19,530.2,ACH,1
P0001424,INV001425,2024-11-05,491.22,ACH,3
P0001425,INV001426,2024-11-16,530.2,ACH,1
P0001426,INV001427,2024-12-09,410.5,ACH,3
P0001427,INV001428,2024-05-25,397.1,Card,0
P0001428,INV001429,2024-06-15,161.73,Card,1
P0001429,INV001431,2024-09-05,397.1,Wire,3
P0001430,INV001432,2024-09-14,397.1,Wire,1
P0001431,INV001434,2024-11-01,397.1,Card,0
P0001432,INV001435,2024-12-30,226.82,ACH,1
P0001433,INV001436,2023-10-02,56.44,ACH,3
P0001434,INV001437,2023-11-03,42.41,Card,1
P0001435,INV001438,2023-11-07,61.6,Card,2
P0001436,INV001439,2023-12-09,61.6,ACH,1
P0001437,INV001440,2024-01-30,61.6,Wire,1
P0001438,INV001441,2024-02-15,61.6,Card,3
P0001439,INV001442,2024-03-17,61.6,Card,3
P0001440,INV001443,2024-05-04,61.6,Card,0
P0001441,INV001445,2024-06-05,61.6,Card,1
P0001442,INV001446,2024-07-08,61.6,Card,2
P0001443,INV001447,2024-08-11,61.6,Wire,2
P0001444,INV001448,2024-10-06,61.6,ACH,0
P0001445,INV001449,2024-09-01,101.2,Wire,1
P0001446,INV001450,2024-10-15,101.2,Card,3
P0001447,INV001451,2024-11-21,40.7,ACH,2
P0001448,INV001452,2024-12-19,55.1,Wire,2
P0001449,INV001452,2025-01-03,17.25,Card,2
P0001450,INV001453,2024-12-02,1381.6,Card,2
P0001451,INV001454,2024-12-08,268.4,Wire,0
P0001452,INV001455,2023-07-06,2253.9,ACH,1
P0001453,INV001456,2023-08-30,1036.09,Wire,1
P0001454,INV001457,2023-09-28,1794.53,Card,3
P0001455,INV001458,2023-10-31,1584.51,Wire,0
P0001456,INV001459,2023-11-14,1976.13,ACH,1
P0001457,INV001460,2024-01-09,2034.22,Wire,3
P0001458,INV001461,2024-01-18,1905.94,Card,1
P0001459,INV001462,2024-02-01,1645.99,Wire,1
P0001460,INV001463,2024-04-07,2253.9,Card,2
P0001461,INV001464,2024-04-17,1316.49,ACH,3
P0001462,INV001465,2024-05-23,1857.6,ACH,0
P0001463,INV001466,2024-06-08,2253.9,ACH,0
P0001464,INV001467,2024-07-16,2253.9,Wire,2
P0001465,INV001468,2024-07-13,435.92,Card,2
P0001466,INV001469,2024-08-24,227.4,ACH,0
P0001467,INV001470,2024-09-26,423.8,Card,2
P0001468,INV001471,2024-10-02,458.7,Wire,3
P0001469,INV001472,2024-11-17,165.71,Card,3
P0001470,INV001473,2024-12-17,401.66,Card,1
P0001471,INV001474,2023-12-05,146.3,Wire,0
P0001472,INV001476,2024-02-25,146.3,Card,2
P0001473,INV001477,2024-03-31,139.57,Card,0
P0001474,INV001478,2024-05-02,146.3,ACH,0
P0001475,INV001479,2024-05-12,21.42,Card,3
P0001476,INV001479,2024-06-06,16.64,Wire,0
P0001477,INV001480,2024-06-30,110.51,Wire,1
P0001478,INV001481,2023-08-10,317.9,Wire,3
P0001479,INV001482,2023-10-02,317.9,Card,0
P0001480,INV001483,2023-10-16,283.25,Card,1
P0001481,INV001484,2023-11-03,317.9,Wire,1
P0001482,INV001485,2023-11-07,64.9,Wire,0
P0001483,INV001486,2023-12-01,64.9,Wire,2
P0001484,INV001487,2024-01-11,53.1,Wire,2
P0001485,INV001488,2024-03-01,61.11,Card,3
P0001486,INV001489,2024-03-13,56.22,ACH,2
P0001487,INV001490,2024-04-16,64.9,ACH,2
P0001488,INV001491,2024-05-03,25.3,Card,3
P0001489,INV001491,2024-05-05,13.25,Wire,1
P0001490,INV001492,2023-07-15,128.7,Card,1
P0001491,INV001493,2023-08-29,113.97,ACH,3
P0001492,INV001494,2023-10-09,128.7,Card,2
P0001493,INV001495,2023-10-01,64.19,Wire,1
P0001494,INV001496,2023-12-10,128.7,Wire,0
P0001495,INV001497,2024-01-01,128.7,Card,3
P0001496,INV001498,2024-01-31,107.78,ACH,1
P0001497,INV001499,2024-02-03,128.7,ACH,3
P0001498,INV001500,2024-03-23,128.7,Wire,2
P0001499,INV001501,2024-04-25,72.59,ACH,2
P0001500,INV001502,2024-06-07,101.57,Wire,0
P0001501,INV001503,2024-07-06,63.64,Card,2
P0001502,INV001504,2024-07-06,59.27,ACH,2
P0001503,INV001504,2024-07-28,8.53,Wire,3
P0001504,INV001505,2023-02-05,146.12,ACH,0
P0001505,INV001505,2023-01-03,23.82,ACH,1
P0001506,INV001506,2023-03-02,323.74,Card,0
P0001507,INV001507,2023-03-30,411.4,Card,3
P0001508,INV001508,2023-04-17,392.63,Card,3
P0001509,INV001509,2023-06-04,411.4,Wire,2
P0001510,INV001510,2023-06-03,411.4,Wire,0
P0001511,INV001511,2023-07-06,411.4,ACH,2
P0001512,INV001512,2023-08-15,411.4,Wire,1
P0001513,INV001513,2023-09-13,306.87,ACH,3
P0001514,INV001514,2023-10-27,411.4,Card,3
P0001515,INV001515,2023-11-09,411.4,ACH,0
P0001516,INV001517,2024-01-22,359.63,Wire,3
P0001517,INV001518,2024-03-09,411.4,ACH,0
P0001518,INV001519,2024-04-08,411.4,Card,1
P0001519,INV001520,2024-04-02,411.4,ACH,0
P0001520,INV001521,2024-05-09,376.15,Wire,0
P0001521,INV001522,2024-07-05,411.4,Wire,2
P0001522,INV001523,2024-08-02,411.4,ACH,2
P0001523,INV001524,2024-08-11,319.99,Card,2
P0001524,INV001525,2024-10-10,411.4,Wire,2
P0001525,INV001526,2024-10-05,354.41,ACH,1
P0001526,INV001527,2024-11-06,390.03,Wire,1
P0001527,INV001528,2024-12-22,379.86,Card,3
P0001528,INV001529,2024-03-26,335.38,Card,3
P0001529,INV001530,2024-04-12,410.3,ACH,1
P0001530,INV001531,2024-05-25,364.1,Card,2
P0001531,INV001533,2024-06-07,111.1,Wire,1
P0001532,INV001534,2024-08-07,56.23,Wire,1
P0001533,INV001535,2024-09-02,24.46,ACH,3
P0001534,INV001535,2024-08-31,14.92,Card,2
P0001535,INV001536,2024-09-09,111.1,ACH,0
P0001536,INV001537,2024-02-02,3148.2,Card,1
P0001537,INV001538,2024-03-10,2844.7,Wire,3
P0001538,INV001539,2024-03-11,3148.2,ACH,0
P0001539,INV001540,2024-04-24,3148.2,ACH,2
P0001540,INV001541,2024-05-02,3148.2,ACH,2
P0001541,INV001542,2024-06-26,3148.2,Card,1
P0001542,INV001543,2024-07-25,3148.2,Card,0
P0001543,INV001544,2023-02-21,542.3,Card,1
P0001544,INV001545,2023-03-30,499.47,Wire,3
P0001545,INV001546,2023-05-04,542.3,Card,1
P0001546,INV001547,2023-05-21,542.3,Card,3
P0001547,INV001548,2023-06-05,542.3,ACH,1
P0001548,INV001549,2023-07-20,208.94,ACH,2
P0001549,INV001550,2023-08-17,542.3,ACH,0
P0001550,INV001551,2023-10-05,388.12,Card,2
P0001551,INV001552,2023-10-06,494.56,Card,0
P0001552,INV001553,2023-11-14,542.3,ACH,2
P0001553,INV001554,2023-12-08,439.9,ACH,2
P0001554,INV001555,2024-01-06,444.83,Card,0
P0001555,INV001556,2024-03-11,194.19,Wire,2
P0001556,INV001556,2024-02-16,123.87,Wire,3
P0001557,INV001557,2024-03-21,542.3,Wire,2
P0001558,INV001559,2024-05-10,463.85,Wire,1
P0001559,INV001560,2024-06-04,491.84,Card,1
P0001560,INV001561,2024-08-04,542.3,Card,3
P0001561,INV001562,2024-08-14,542.3,ACH,0
P0001562,INV001563,2024-09-01,542.3,Card,1
P0001563,INV001564,2024-10-30,470.76,Card,0
P0001564,INV001565,2024-12-08,542.3,Wire,3
P0001565,INV001566,2024-12-20,542.3,Card,1
P0001566,INV001567,2023-08-07,439.68,Wire,0
P0001567,INV001568,2023-09-06,393.48,Wire,3
P0001568,INV001569,2023-10-04,385.58,Wire,0
P0001569,INV001570,2023-10-01,464.2,Wire,0
P0001570,INV001571,2024-11-02,68.99,ACH,2
P0001571,INV001572,2024-11-11,90.2,ACH,3
P0001572,INV001573,2024-12-25,70.98,Wire,3
P0001573,INV001574,2023-07-06,390.5,Wire,2
P0001574,INV001575,2023-07-17,390.5,Card,1
P0001575,INV001576,2023-08-17,390.5,ACH,1
P0001576,INV001577,2023-09-11,390.5,ACH,0
P0001577,INV001578,2023-10-15,335.66,Card,3
P0001578,INV001579,2023-11-30,390.5,Wire,1
P0001579,INV001580,2024-01-05,390.5,ACH,3
P0001580,INV001581,2024-01-12,349.88,ACH,2
P0001581,INV001582,2024-02-11,390.5,ACH,0
P0001582,INV001583,2024-03-14,390.5,Card,0
P0001583,INV001585,2024-05-01,390.5,Card,1
P0001584,INV001586,2024-06-02,390.5,Wire,3
P0001585,INV001587,2024-07-14,390.5,Card,1
P0001586,INV001588,2024-08-14,304.9,ACH,1
P0001587,INV001589,2024-09-12,343.35,Wire,3
P0001588,INV001590,2024-10-24,390.5,Wire,2
P0001589,INV001591,2024-12-01,323.48,ACH,0
P0001590,INV001592,2025-01-02,343.14,Wire,3
P0001591,INV001593,2023-04-11,90.88,ACH,2
P0001592,INV001594,2023-06-03,106.7,Wire,2
P0001593,INV001595,2023-06-29,106.7,ACH,0
P0001594,INV001596,2023-07-12,106.7,Card,0
P0001595,INV001597,2023-08-08,106.7,Wire,0
P0001596,INV001598,2023-10-09,93.38,ACH,0
P0001597,INV001599,2023-10-15,83.1,Card,2
P0001598,INV001600,2023-11-26,94.47,Card,0
P0001599,INV001601,2024-01-01,106.7,Card,2
P0001600,INV001602,2024-02-09,106.7,Card,0
P0001601,INV001603,2024-02-05,106.7,Card,2
P0001602,INV001604,2024-03-23,106.7,Card,1
P0001603,INV001605,2024-04-09,106.7,ACH,1
P0001604,INV001606,2023-12-05,856.97,Wire,0
P0001605,INV001607,2024-01-20,916.85,Card,1
P0001606,INV001607,2024-01-23,373.42,ACH,1
P0001607,INV001608,2024-02-21,2158.2,Wire,3
P0001608,INV001609,2024-03-19,1767.56,Card,0
P0001609,INV001610,2024-04-12,2158.2,Card,0
P0001610,INV001611,2024-06-07,1997.77,Wire,2
P0001611,INV001612,2024-06-16,1954.44,Wire,1
P0001612,INV001613,2024-12-27,510.69,ACH,0
P0001613,INV001614,2023-06-18,279.42,Card,0
P0001614,INV001615,2023-07-16,313.1,ACH,2
P0001615,INV001616,2023-08-07,356.4,Card,1
P0001616,INV001617,2023-10-07,356.4,Card,0
P0001617,INV001618,2023-11-09,356.4,Card,0
P0001618,INV001619,2023-12-07,334.83,Wire,3
P0001619,INV001620,2024-01-01,356.4,Wire,0
P0001620,INV001621,2024-02-05,356.4,ACH,2
P0001621,INV001622,2024-02-17,356.4,Wire,0
P0001622,INV001623,2024-03-02,356.4,Wire,0
P0001623,INV001624,2024-04-15,356.4,Wire,1
P0001624,INV001625,2024-05-11,356.4,Wire,1
P0001625,INV001626,2024-06-15,252.05,ACH,1
P0001626,INV001627,2024-08-01,316.2,ACH,3
P0001627,INV001628,2024-08-23,356.4,ACH,1
P0001628,INV001629,2024-09-08,356.4,Card,2
P0001629,INV001630,2024-10-19,356.4,ACH,1
P0001630,INV001631,2024-11-12,356.4,Card,2
P0001631,INV001632,2024-12-23,356.4,Card,2
P0001632,INV001633,2024-05-02,91.3,Wire,1
P0001633,INV001634,2024-06-05,70.35,Wire,1
P0001634,INV001635,2024-07-13,91.3,Card,0
P0001635,INV001636,2024-08-10,64.22,Wire,0
P0001636,INV001637,2024-10-02,87.0,ACH,0
P0001637,INV001638,2024-10-12,91.3,ACH,3
P0001638,INV001639,2024-11-27,91.3,Wire,0
P0001639,INV001640,2025-01-02,45.9,Wire,1
P0001640,INV001641,2024-08-03,3100.9,ACH,0
P0001641,INV001642,2024-09-03,3100.9,Wire,1
P0001642,INV001643,2024-09-25,3100.9,ACH,0
P0001643,INV001644,2024-10-01,3100.9,Wire,0
