usage_id,customer_id,subscription_id,date,feature_used,billable_units,billable_value
U0002604,C0049,S00067,2024-10-03,core_api,40,0.4
U0002605,C0049,S00067,2024-10-27,core_api,35,0.35
U0002606,C0049,S00067,2024-06-08,core_api,50,0.5
U0002607,C0049,S00067,2024-06-12,core_api,56,0.56
U0002608,C0049,S00067,2024-05-01,core_api,43,0.43
U0002609,C0049,S00067,2024-08-26,core_api,46,0.46
U0002610,C0049,S00067,2024-11-08,core_api,59,0.59
U0002611,C0049,S00067,2024-07-17,core_api,50,0.5
U0002612,C0049,S00067,2024-03-01,core_api,61,0.61
U0002613,C0049,S00067,2024-10-10,core_api,66,0.66
U0002614,C0049,S00067,2024-05-06,core_api,45,0.45
U0002615,C0049,S00067,2024-02-17,core_api,56,0.56
U0002616,C0049,S00067,2024-10-30,core_api,45,0.45
U0002617,C0049,S00067,2024-12-30,core_api,43,0.43
U0002618,C0049,S00067,2024-02-27,core_api,56,0.56
U0002619,C0050,S00068,2023-11-27,core_api,42,0.42
U0002620,C0050,S00068,2023-08-10,core_api,48,0.48
U0002621,C0050,S00068,2024-03-01,core_api,58,0.58
U0002622,C0050,S00068,2024-03-31,core_api,54,0.54
U0002623,C0050,S00068,2024-01-27,core_api,52,0.52
U0002624,C0050,S00068,2024-06-04,core_api,57,0.57
U0002625,C0050,S00068,2024-04-21,core_api,48,0.48
U0002626,C0050,S00068,2024-03-18,core_api,54,0.54
U0002627,C0050,S00068,2024-05-09,core_api,46,0.46
U0002628,C0050,S00068,2023-06-25,core_api,45,0.45
U0002629,C0050,S00068,2024-03-09,core_api,55,0.55
U0002630,C0050,S00068,2023-12-28,core_api,49,0.49
U0002631,C0050,S00068,2024-08-17,core_api,53,0.53
U0002632,C0050,S00068,2023-12-10,core_api,48,0.48
U0002633,C0050,S00068,2023-07-03,core_api,51,0.51
U0002634,C0050,S00068,2023-09-23,core_api,42,0.42
U0002635,C0050,S00068,2023-11-11,core_api,48,0.48
U0002636,C0050,S00068,2023-06-03,core_api,49,0.49
U0002637,C0050,S00068,2024-01-09,core_api,52,0.52
U0002638,C0050,S00068,2024-03-21,core_api,46,0.46
U0002639,C0050,S00068,2024-04-13,core_api,51,0.51
U0002640,C0050,S00068,2024-07-30,core_api,52,0.52
U0002641,C0050,S00068,2024-05-27,core_api,44,0.44
U0002642,C0050,S00068,2023-12-24,core_api,50,0.5
U0002643,C0050,S00068,2023-10-13,core_api,50,0.5
U0002644,C0050,S00068,2024-12-29,core_api,43,0.43
U0002645,C0050,S00068,2023-11-08,core_api,41,0.41
U0002646,C0050,S00068,2024-11-15,core_api,46,0.46
U0002647,C0050,S00068,2024-12-22,core_api,46,0.46
U0002648,C0051,S00069,2024-12-27,core_api,44,0.44
U0002649,C0051,S00069,2024-12-18,core_api,57,0.57
U0002650,C0051,S00069,2024-12-21,core_api,38,0.38
U0002651,C0051,S00069,2024-12-11,core_api,48,0.48
U0002652,C0051,S00069,2024-12-10,core_api,43,0.43
U0002653,C0051,S00069,2024-12-31,core_api,56,0.56
U0002654,C0051,S00069,2024-12-22,core_api,38,0.38
U0002655,C0051,S00069,2024-12-30,core_api,51,0.51
U0002656,C0051,S00069,2024-12-12,core_api,47,0.47
U0002657,C0051,S00069,2024-12-20,core_api,59,0.59
U0002658,C0051,S00069,2024-12-13,core_api,57,0.57
U0002659,C0051,S00069,2024-12-17,core_api,39,0.39
U0002660,C0051,S00069,2024-12-08,core_api,51,0.51
U0002661,C0051,S00069,2024-12-26,core_api,46,0.46
U0002662,C0051,S00069,2024-12-28,core_api,45,0.45
U0002663,C0051,S00069,2024-12-16,core_api,49,0.49
U0002664,C0051,S00069,2024-12-09,core_api,49,0.49
U0002665,C0051,S00069,2024-12-15,core_api,49,0.49
U0002666,C0051,S00069,2024-12-25,core_api,46,0.46
U0002667,C0051,S00069,2024-12-23,core_api,54,0.54
U0002668,C0051,S00069,2024-12-14,core_api,46,0.46
U0002669,C0051,S00069,2024-12-29,core_api,55,0.55
U0002670,C0051,S00069,2024-12-24,core_api,39,0.39
U0002671,C0051,S00069,2024-12-19,core_api,50,0.5
U0002672,C0052,S00070,2024-08-17,core_api,44,0.44
U0002673,C0052,S00070,2024-09-23,core_api,61,0.61
U0002674,C0052,S00070,2024-10-15,core_api,45,0.45
U0002675,C0052,S00070,2024-09-19,core_api,47,0.47
U0002676,C0052,S00070,2024-07-28,core_api,48,0.48
U0002677,C0052,S00070,2024-08-01,core_api,54,0.54
U0002678,C0052,S00070,2024-08-31,core_api,41,0.41
U0002679,C0052,S00070,2024-08-08,core_api,45,0.45
U0002680,C0052,S00070,2024-08-14,core_api,51,0.51
U0002681,C0052,S00070,2024-08-04,core_api,52,0.52
U0002682,C0052,S00070,2024-10-07,core_api,54,0.54
U0002683,C0052,S00070,2024-08-22,core_api,48,0.48
U0002684,C0052,S00070,2024-08-02,core_api,46,0.46
U0002685,C0052,S00070,2024-07-31,core_api,57,0.57
U0002686,C0052,S00070,2024-09-22,core_api,51,0.51
U0002687,C0052,S00070,2024-09-15,core_api,47,0.47
U0002688,C0052,S00070,2024-09-02,core_api,46,0.46
U0002689,C0052,S00070,2024-10-13,core_api,41,0.41
U0002690,C0052,S00070,2024-07-24,core_api,50,0.5
U0002691,C0052,S00070,2024-09-08,core_api,49,0.49
U0002692,C0052,S00070,2024-08-21,core_api,47,0.47
U0002693,C0052,S00070,2024-08-07,core_api,51,0.51
U0002694,C0052,S00070,2024-07-25,core_api,51,0.51
U0002695,C0052,S00070,2024-07-23,core_api,38,0.38
U0002696,C0052,S00070,2024-09-04,core_api,44,0.44
U0002697,C0052,S00070,2024-09-30,core_api,33,0.33
U0002698,C0052,S00070,2024-08-12,core_api,51,0.51
U0002699,C0052,S00070,2024-09-20,core_api,55,0.55
U0002700,C0052,S00070,2024-09-03,core_api,63,0.63
U0002701,C0052,S00070,2024-08-29,core_api,51,0.51
U0002702,C0052,S00070,2024-08-18,core_api,56,0.56
U0002703,C0052,S00070,2024-10-16,core_api,44,0.44
U0002704,C0052,S00070,2024-08-28,core_api,51,0.51
U0002705,C0052,S00070,2024-10-03,core_api,48,0.48
U0002706,C0052,S00071,2024-10-29,core_api,47,0.47
U0002707,C0052,S00071,2024-12-22,core_api,57,0.57
U0002708,C0052,S00071,2024-10-23,core_api,58,0.58
U0002709,C0052,S00071,2024-11-14,core_api,45,0.45
U0002710,C0052,S00071,2024-10-21,core_api,51,0.51
U0002711,C0052,S00071,2024-12-01,core_api,41,0.41
U0002712,C0052,S00071,2024-12-11,core_api,53,0.53
U0002713,C0052,S00071,2024-12-03,core_api,52,0.52
U0002714,C0052,S00071,2024-12-23,core_api,44,0.44
U0002715,C0052,S00071,2024-11-11,core_api,49,0.49
U0002716,C0052,S00071,2024-11-12,core_api,57,0.57
U0002717,C0052,S00071,2024-12-10,core_api,55,0.55
U0002718,C0052,S00071,2024-12-20,core_api,49,0.49
U0002719,C0052,S00071,2024-11-22,core_api,53,0.53
U0002720,C0052,S00071,2024-11-17,core_api,55,0.55
U0002721,C0052,S00071,2024-11-19,core_api,54,0.54
U0002722,C0052,S00071,2024-12-27,core_api,51,0.51
U0002723,C0052,S00071,2024-11-21,core_api,43,0.43
U0002724,C0052,S00071,2024-11-02,core_api,51,0.51
U0002725,C0052,S00071,2024-11-26,core_api,48,0.48
U0002726,C0052,S00071,2024-11-23,core_api,50,0.5
U0002727,C0052,S00071,2024-12-30,core_api,40,0.4
U0002728,C0052,S00071,2024-12-02,core_api,49,0.49
U0002729,C0052,S00071,2024-12-21,core_api,62,0.62
U0002730,C0053,S00072,2024-12-11,core_api,834,8.34
U0002731,C0053,S00072,2024-11-28,core_api,775,7.75
U0002732,C0053,S00072,2024-12-04,core_api,770,7.7
U0002733,C0053,S00072,2024-12-13,core_api,761,7.61
U0002734,C0053,S00072,2024-11-22,core_api,832,8.32
U0002735,C0053,S00072,2024-12-30,core_api,828,8.28
U0002736,C0053,S00072,2024-11-18,core_api,761,7.61
U0002737,C0053,S00072,2024-12-17,core_api,797,7.97
U0002738,C0053,S00072,2024-11-24,core_api,803,8.03
U0002739,C0053,S00072,2024-11-20,core_api,762,7.62
U0002740,C0053,S00072,2024-12-15,core_api,821,8.21
U0002741,C0053,S00072,2024-12-01,core_api,791,7.91
U0002742,C0053,S00072,2024-12-07,core_api,868,8.68
U0002743,C0053,S00072,2024-12-26,core_api,803,8.03
U0002744,C0053,S00072,2024-12-10,core_api,834,8.34
U0002745,C0053,S00072,2024-12-22,core_api,774,7.74
U0002746,C0053,S00072,2024-12-06,core_api,839,8.39
U0002747,C0053,S00072,2024-11-26,core_api,778,7.78
U0002748,C0053,S00072,2024-12-19,core_api,769,7.69
U0002749,C0053,S00072,2024-11-25,core_api,781,7.81
U0002750,C0053,S00072,2024-12-02,core_api,838,8.38
U0002751,C0053,S00072,2024-11-19,core_api,806,8.06
U0002752,C0053,S00072,2024-12-27,core_api,789,7.89
U0002753,C0053,S00072,2024-11-16,core_api,820,8.2
U0002754,C0053,S00072,2024-12-18,core_api,806,8.06
U0002755,C0053,S00072,2024-12-16,core_api,846,8.46
U0002756,C0053,S00072,2024-12-31,core_api,813,8.13
U0002757,C0053,S00072,2024-12-24,core_api,815,8.15
U0002758,C0053,S00072,2024-12-03,core_api,813,8.13
U0002759,C0053,S00072,2024-12-14,core_api,821,8.21
U0002760,C0053,S00072,2024-12-25,core_api,755,7.55
U0002761,C0053,S00072,2024-11-17,core_api,807,8.07
U0002762,C0053,S00072,2024-11-27,core_api,814,8.14
U0002763,C0053,S00072,2024-12-23,core_api,800,8.0
U0002764,C0053,S00072,2024-12-09,core_api,769,7.69
U0002765,C0053,S00072,2024-11-21,core_api,790,7.9
U0002766,C0053,S00072,2024-12-05,core_api,835,8.35
U0002767,C0053,S00072,2024-12-08,core_api,821,8.21
U0002768,C0053,S00072,2024-11-29,core_api,854,8.54
U0002769,C0053,S00072,2024-12-12,core_api,806,8.06
U0002770,C0053,S00072,2024-12-21,core_api,807,8.07
U0002771,C0053,S00072,2024-12-29,core_api,790,7.9
U0002772,C0053,S00072,2024-11-23,core_api,760,7.6
U0002773,C0053,S00072,2024-12-20,core_api,785,7.85
U0002774,C0053,S00072,2024-11-30,core_api,753,7.53
U0002775,C0053,S00072,2024-12-28,core_api,746,7.46
U0002776,C0054,S00073,2024-11-04,core_api,42,0.42
U0002777,C0054,S00073,2024-10-18,core_api,41,0.41
U0002778,C0054,S00073,2024-11-30,core_api,33,0.33
U0002779,C0054,S00073,2024-12-31,core_api,31,0.31
U0002780,C0054,S00073,2024-11-10,core_api,48,0.48
U0002781,C0054,S00073,2024-12-01,core_api,62,0.62
U0002782,C0054,S00073,2024-12-19,core_api,57,0.57
U0002783,C0054,S00073,2024-10-28,core_api,56,0.56
U0002784,C0054,S00073,2024-11-29,core_api,49,0.49
U0002785,C0054,S00073,2024-12-06,core_api,54,0.54
U0002786,C0054,S00073,2024-12-08,core_api,50,0.5
U0002787,C0054,S00073,2024-10-26,core_api,58,0.58
U0002788,C0054,S00073,2024-12-11,core_api,46,0.46
U0002789,C0054,S00073,2024-12-18,core_api,47,0.47
U0002790,C0054,S00073,2024-12-04,core_api,46,0.46
U0002791,C0054,S00073,2024-11-01,core_api,56,0.56
U0002792,C0054,S00073,2024-10-22,core_api,51,0.51
U0002793,C0054,S00073,2024-11-21,core_api,49,0.49
U0002794,C0054,S00073,2024-12-26,core_api,49,0.49
U0002795,C0054,S00073,2024-10-21,core_api,46,0.46
U0002796,C0054,S00073,2024-12-03,core_api,49,0.49
U0002797,C0054,S00073,2024-11-16,core_api,55,0.55
U0002798,C0054,S00073,2024-11-03,core_api,59,0.59
U0002799,C0055,S00074,2024-08-26,core_api,766,7.66
U0002800,C0055,S00074,2024-08-08,core_api,779,7.79
U0002801,C0055,S00074,2024-07-24,core_api,771,7.71
U0002802,C0055,S00074,2024-04-12,core_api,752,7.52
U0002803,C0055,S00074,2024-06-05,core_api,818,8.18
U0002804,C0055,S00074,2024-04-08,core_api,800,8.0
U0002805,C0055,S00074,2024-08-25,core_api,805,8.05
U0002806,C0055,S00074,2024-08-14,core_api,816,8.16
U0002807,C0055,S00074,2024-05-05,core_api,749,7.49
U0002808,C0055,S00074,2024-04-28,core_api,778,7.78
U0002809,C0055,S00074,2024-04-26,core_api,768,7.68
U0002810,C0055,S00074,2024-06-08,core_api,808,8.08
U0002811,C0055,S00074,2024-03-27,core_api,792,7.92
U0002812,C0055,S00074,2024-09-08,core_api,821,8.21
U0002813,C0055,S00074,2024-08-12,core_api,788,7.88
U0002814,C0055,S00074,2024-03-31,core_api,773,7.73
U0002815,C0055,S00074,2024-06-17,core_api,817,8.17
U0002816,C0055,S00074,2024-03-25,core_api,784,7.84
U0002817,C0055,S00074,2024-07-28,core_api,783,7.83
U0002818,C0055,S00074,2024-05-27,core_api,804,8.04
U0002819,C0055,S00074,2024-08-30,core_api,772,7.72
U0002820,C0055,S00074,2024-09-12,core_api,732,7.32
U0002821,C0055,S00074,2024-09-06,core_api,776,7.76
U0002822,C0055,S00074,2024-05-14,core_api,778,7.78
U0002823,C0055,S00074,2024-07-05,core_api,801,8.01
U0002824,C0055,S00074,2024-08-16,core_api,740,7.4
U0002825,C0055,S00075,2024-11-19,core_api,828,8.28
U0002826,C0055,S00075,2024-12-02,core_api,831,8.31
U0002827,C0055,S00075,2024-11-01,core_api,841,8.41
U0002828,C0055,S00075,2024-11-22,core_api,782,7.82
U0002829,C0055,S00075,2024-12-25,core_api,813,8.13
U0002830,C0055,S00075,2024-10-14,core_api,836,8.36
U0002831,C0055,S00075,2024-12-08,core_api,763,7.63
U0002832,C0055,S00075,2024-12-28,core_api,771,7.71
U0002833,C0055,S00075,2024-12-21,core_api,809,8.09
U0002834,C0055,S00075,2024-12-19,core_api,805,8.05
U0002835,C0055,S00075,2024-12-06,core_api,773,7.73
U0002836,C0055,S00075,2024-09-26,core_api,787,7.87
U0002837,C0055,S00075,2024-10-29,core_api,820,8.2
U0002838,C0055,S00075,2024-10-21,core_api,810,8.1
U0002839,C0055,S00075,2024-10-11,core_api,827,8.27
U0002840,C0055,S00075,2024-09-15,core_api,816,8.16
U0002841,C0055,S00075,2024-11-02,core_api,802,8.02
U0002842,C0055,S00075,2024-12-04,core_api,801,8.01
U0002843,C0055,S00075,2024-10-19,core_api,801,8.01
U0002844,C0055,S00075,2024-10-03,core_api,809,8.09
U0002845,C0055,S00075,2024-09-20,core_api,859,8.59
U0002846,C0055,S00075,2024-11-20,core_api,860,8.6
U0002847,C0055,S00075,2024-12-18,core_api,798,7.98
U0002848,C0055,S00075,2024-12-14,core_api,788,7.88
U0002849,C0055,S00075,2024-11-04,core_api,780,7.8
U0002850,C0055,S00075,2024-11-08,core_api,778,7.78
U0002851,C0055,S00075,2024-12-11,core_api,793,7.93
U0002852,C0055,S00075,2024-12-24,core_api,775,7.75
U0002853,C0055,S00075,2024-09-27,core_api,801,8.01
U0002854,C0055,S00075,2024-12-26,core_api,818,8.18
U0002855,C0055,S00075,2024-09-16,core_api,790,7.9
U0002856,C0055,S00075,2024-10-15,core_api,803,8.03
U0002857,C0055,S00075,2024-11-05,core_api,796,7.96
U0002858,C0055,S00075,2024-11-29,core_api,849,8.49
U0002859,C0055,S00075,2024-10-01,core_api,826,8.26
U0002860,C0056,S00076,2024-12-11,core_api,164,1.64
U0002861,C0056,S00076,2024-11-10,core_api,177,1.77
U0002862,C0056,S00076,2024-12-29,core_api,202,2.02
U0002863,C0056,S00076,2024-12-13,core_api,220,2.2
U0002864,C0056,S00076,2024-12-18,core_api,222,2.22
U0002865,C0056,S00076,2024-12-17,core_api,191,1.91
U0002866,C0056,S00076,2024-11-27,core_api,185,1.85
U0002867,C0056,S00076,2024-11-20,core_api,207,2.07
U0002868,C0056,S00076,2024-12-10,core_api,180,1.8
U0002869,C0056,S00076,2024-11-18,core_api,211,2.11
U0002870,C0056,S00076,2024-11-03,core_api,224,2.24
U0002871,C0056,S00076,2024-11-04,core_api,198,1.98
U0002872,C0056,S00076,2024-11-08,core_api,212,2.12
U0002873,C0056,S00076,2024-12-14,core_api,202,2.02
U0002874,C0056,S00076,2024-11-25,core_api,214,2.14
U0002875,C0056,S00076,2024-11-15,core_api,195,1.95
U0002876,C0056,S00076,2024-12-03,core_api,192,1.92
U0002877,C0056,S00076,2024-12-09,core_api,215,2.15
U0002878,C0056,S00076,2024-12-27,core_api,193,1.93
U0002879,C0056,S00076,2024-12-16,core_api,201,2.01
U0002880,C0056,S00076,2024-12-31,core_api,204,2.04
U0002881,C0056,S00076,2024-12-24,core_api,208,2.08
U0002882,C0056,S00076,2024-12-04,core_api,198,1.98
U0002883,C0056,S00076,2024-11-16,core_api,188,1.88
U0002884,C0056,S00076,2024-12-22,core_api,218,2.18
U0002885,C0056,S00076,2024-11-17,core_api,200,2.0
U0002886,C0056,S00076,2024-11-29,core_api,187,1.87
U0002887,C0056,S00076,2024-12-05,core_api,202,2.02
U0002888,C0056,S00076,2024-11-13,core_api,213,2.13
U0002889,C0056,S00076,2024-11-14,core_api,202,2.02
U0002890,C0056,S00076,2024-12-30,core_api,211,2.11
U0002891,C0056,S00076,2024-11-09,core_api,171,1.71
U0002892,C0056,S00076,2024-11-24,core_api,194,1.94
U0002893,C0056,S00076,2024-12-21,core_api,186,1.86
U0002894,C0056,S00076,2024-12-20,core_api,195,1.95
U0002895,C0056,S00076,2024-11-12,core_api,160,1.6
U0002896,C0056,S00076,2024-12-19,core_api,198,1.98
U0002897,C0057,S00077,2023-08-08,core_api,174,1.74
U0002898,C0057,S00077,2023-07-04,core_api,232,2.32
U0002899,C0057,S00077,2023-03-06,core_api,184,1.84
U0002900,C0057,S00077,2023-07-27,core_api,212,2.12
U0002901,C0057,S00077,2023-04-22,core_api,215,2.15
U0002902,C0057,S00077,2023-04-04,core_api,205,2.05
U0002903,C0057,S00077,2023-05-01,core_api,205,2.05
U0002904,C0057,S00077,2023-04-16,core_api,201,2.01
U0002905,C0057,S00077,2023-04-21,core_api,185,1.85
U0002906,C0057,S00077,2023-06-21,core_api,192,1.92
U0002907,C0057,S00077,2023-06-15,core_api,188,1.88
U0002908,C0057,S00077,2023-08-15,core_api,179,1.79
U0002909,C0057,S00077,2023-06-02,core_api,216,2.16
U0002910,C0057,S00077,2023-09-05,core_api,179,1.79
U0002911,C0057,S00077,2023-05-27,core_api,221,2.21
U0002912,C0057,S00077,2023-03-21,core_api,179,1.79
U0002913,C0057,S00077,2023-04-28,core_api,199,1.99
U0002914,C0057,S00077,2023-06-27,core_api,169,1.69
U0002915,C0057,S00077,2023-08-12,core_api,202,2.02
U0002916,C0057,S00077,2023-08-02,core_api,219,2.19
U0002917,C0057,S00077,2023-06-29,core_api,193,1.93
U0002918,C0057,S00077,2023-05-05,core_api,226,2.26
U0002919,C0057,S00077,2023-09-06,core_api,186,1.86
U0002920,C0057,S00077,2023-07-25,core_api,214,2.14
U0002921,C0057,S00077,2023-03-23,core_api,197,1.97
U0002922,C0057,S00077,2023-07-12,core_api,185,1.85
U0002923,C0057,S00077,2023-08-19,core_api,182,1.82
U0002924,C0057,S00077,2023-04-24,core_api,212,2.12
U0002925,C0057,S00077,2023-08-21,core_api,193,1.93
U0002926,C0057,S00077,2023-09-04,core_api,216,2.16
U0002927,C0057,S00077,2023-05-25,core_api,210,2.1
U0002928,C0057,S00077,2023-04-09,core_api,192,1.92
U0002929,C0057,S00077,2023-05-14,core_api,222,2.22
U0002930,C0057,S00077,2023-03-29,core_api,193,1.93
U0002931,C0057,S00077,2023-05-04,core_api,186,1.86
U0002932,C0057,S00077,2023-09-01,core_api,186,1.86
U0002933,C0057,S00077,2023-08-03,core_api,203,2.03
U0002934,C0057,S00078,2024-02-08,core_api,194,1.94
U0002935,C0057,S00078,2023-10-11,core_api,219,2.19
U0002936,C0057,S00078,2023-09-19,core_api,186,1.86
U0002937,C0057,S00078,2024-01-21,core_api,198,1.98
U0002938,C0057,S00078,2023-12-06,core_api,221,2.21
U0002939,C0057,S00078,2023-12-29,core_api,210,2.1
U0002940,C0057,S00078,2023-11-19,core_api,194,1.94
U0002941,C0057,S00078,2023-12-30,core_api,202,2.02
U0002942,C0057,S00078,2024-02-03,core_api,181,1.81
U0002943,C0057,S00078,2024-02-17,core_api,212,2.12
U0002944,C0057,S00078,2024-01-01,core_api,211,2.11
U0002945,C0057,S00078,2024-02-22,core_api,179,1.79
U0002946,C0057,S00078,2024-01-18,core_api,203,2.03
U0002947,C0057,S00078,2024-02-29,core_api,199,1.99
U0002948,C0057,S00078,2023-11-30,core_api,209,2.09
U0002949,C0057,S00078,2023-10-28,core_api,203,2.03
U0002950,C0057,S00078,2024-02-26,core_api,181,1.81
U0002951,C0057,S00078,2024-02-01,core_api,198,1.98
U0002952,C0057,S00078,2023-12-15,core_api,203,2.03
U0002953,C0057,S00078,2024-02-11,core_api,226,2.26
U0002954,C0057,S00078,2023-09-23,core_api,208,2.08
U0002955,C0057,S00078,2023-09-15,core_api,193,1.93
U0002956,C0057,S00078,2023-09-18,core_api,184,1.84
U0002957,C0057,S00078,2023-12-25,core_api,204,2.04
U0002958,C0057,S00078,2024-02-14,core_api,196,1.96
U0002959,C0057,S00078,2023-10-26,core_api,222,2.22
U0002960,C0057,S00078,2023-10-27,core_api,206,2.06
U0002961,C0057,S00078,2023-11-08,core_api,215,2.15
U0002962,C0057,S00078,2023-10-18,core_api,184,1.84
U0002963,C0057,S00078,2023-11-09,core_api,207,2.07
U0002964,C0057,S00078,2024-02-07,core_api,213,2.13
U0002965,C0057,S00078,2024-02-23,core_api,203,2.03
U0002966,C0057,S00078,2023-12-23,core_api,183,1.83
U0002967,C0057,S00078,2024-02-04,core_api,208,2.08
U0002968,C0057,S00078,2024-02-20,core_api,198,1.98
U0002969,C0057,S00078,2023-09-11,core_api,205,2.05
U0002970,C0057,S00078,2023-11-05,core_api,207,2.07
U0002971,C0057,S00078,2024-02-25,core_api,188,1.88
U0002972,C0057,S00078,2023-11-14,core_api,173,1.73
U0002973,C0057,S00078,2023-10-15,core_api,221,2.21
U0002974,C0057,S00078,2024-02-16,core_api,215,2.15
U0002975,C0057,S00078,2023-12-18,core_api,190,1.9
U0002976,C0057,S00078,2024-02-28,core_api,200,2.0
U0002977,C0057,S00078,2023-10-05,core_api,171,1.71
U0002978,C0057,S00078,2024-01-13,core_api,184,1.84
U0002979,C0057,S00078,2023-10-03,core_api,172,1.72
U0002980,C0057,S00078,2024-01-20,core_api,200,2.0
U0002981,C0057,S00078,2023-12-26,core_api,205,2.05
U0002982,C0057,S00078,2023-12-20,core_api,219,2.19
U0002983,C0057,S00078,2023-12-03,core_api,179,1.79
U0002984,C0057,S00078,2023-12-27,core_api,213,2.13
U0002985,C0057,S00078,2023-12-09,core_api,197,1.97
U0002986,C0057,S00078,2023-09-27,core_api,201,2.01
U0002987,C0057,S00078,2023-11-10,core_api,192,1.92
U0002988,C0057,S00078,2023-10-22,core_api,171,1.71
U0002989,C0058,S00079,2024-01-17,core_api,38,0.38
U0002990,C0058,S00079,2024-05-04,core_api,38,0.38
U0002991,C0058,S00079,2023-09-08,core_api,61,0.61
U0002992,C0058,S00079,2024-03-14,core_api,55,0.55
U0002993,C0058,S00079,2024-02-28,core_api,43,0.43
U0002994,C0058,S00079,2023-09-14,core_api,42,0.42
U0002995,C0058,S00079,2023-08-21,core_api,39,0.39
U0002996,C0058,S00079,2024-04-28,core_api,62,0.62
U0002997,C0058,S00079,2024-02-21,core_api,58,0.58
U0002998,C0058,S00079,2023-12-16,core_api,49,0.49
U0002999,C0058,S00079,2024-01-29,core_api,53,0.53
U0003000,C0058,S00079,2023-08-23,core_api,63,0.63
U0003001,C0058,S00079,2023-11-17,core_api,51,0.51
U0003002,C0058,S00079,2023-07-29,core_api,59,0.59
U0003003,C0058,S00079,2023-12-06,core_api,36,0.36
U0003004,C0058,S00079,2024-02-14,core_api,62,0.62
U0003005,C0058,S00079,2023-11-16,core_api,52,0.52
U0003006,C0058,S00079,2023-06-23,core_api,39,0.39
U0003007,C0058,S00079,2023-10-14,core_api,48,0.48
U0003008,C0058,S00079,2024-05-18,core_api,42,0.42
U0003009,C0058,S00079,2023-09-23,core_api,48,0.48
U0003010,C0058,S00079,2023-07-27,core_api,51,0.51
U0003011,C0058,S00079,2023-06-16,core_api,56,0.56
U0003012,C0058,S00079,2023-12-09,core_api,55,0.55
U0003013,C0058,S00079,2023-07-16,core_api,56,0.56
U0003014,C0058,S00079,2023-12-03,core_api,38,0.38
U0003015,C0058,S00079,2023-08-07,core_api,55,0.55
U0003016,C0058,S00079,2023-05-27,core_api,51,0.51
U0003017,C0058,S00079,2023-07-18,core_api,54,0.54
U0003018,C0058,S00079,2023-11-28,core_api,47,0.47
U0003019,C0058,S00079,2024-04-22,core_api,44,0.44
U0003020,C0058,S00079,2024-01-27,core_api,44,0.44
U0003021,C0058,S00079,2024-03-27,core_api,41,0.41
U0003022,C0058,S00079,2023-10-24,core_api,40,0.4
U0003023,C0058,S00079,2023-05-26,core_api,47,0.47
U0003024,C0058,S00079,2024-02-04,core_api,40,0.4
U0003025,C0058,S00079,2024-04-14,core_api,46,0.46
U0003026,C0058,S00079,2023-12-31,core_api,50,0.5
U0003027,C0058,S00079,2023-10-22,core_api,42,0.42
U0003028,C0058,S00079,2023-10-28,core_api,45,0.45
U0003029,C0058,S00079,2023-08-12,core_api,67,0.67
U0003030,C0058,S00079,2023-12-22,core_api,62,0.62
U0003031,C0058,S00079,2023-09-19,core_api,53,0.53
U0003032,C0058,S00079,2024-04-04,core_api,53,0.53
U0003033,C0058,S00079,2023-11-06,core_api,44,0.44
U0003034,C0059,S00080,2023-04-24,core_api,181,1.81
U0003035,C0059,S00080,2023-09-13,core_api,186,1.86
U0003036,C0059,S00080,2023-06-03,core_api,213,2.13
U0003037,C0059,S00080,2023-03-24,core_api,202,2.02
U0003038,C0059,S00080,2023-08-09,core_api,179,1.79
U0003039,C0059,S00080,2023-05-05,core_api,194,1.94
U0003040,C0059,S00080,2023-08-17,core_api,191,1.91
U0003041,C0059,S00080,2023-12-21,core_api,186,1.86
U0003042,C0059,S00080,2023-09-18,core_api,216,2.16
U0003043,C0059,S00080,2023-08-10,core_api,195,1.95
U0003044,C0059,S00080,2023-09-01,core_api,202,2.02
U0003045,C0059,S00080,2023-04-02,core_api,214,2.14
U0003046,C0059,S00080,2023-08-13,core_api,189,1.89
U0003047,C0059,S00080,2023-07-31,core_api,207,2.07
U0003048,C0059,S00080,2024-01-14,core_api,194,1.94
U0003049,C0059,S00080,2023-12-15,core_api,226,2.26
U0003050,C0059,S00080,2023-07-27,core_api,215,2.15
U0003051,C0059,S00080,2023-12-14,core_api,198,1.98
U0003052,C0059,S00080,2023-10-15,core_api,209,2.09
U0003053,C0059,S00080,2023-09-08,core_api,191,1.91
U0003054,C0059,S00080,2023-10-31,core_api,188,1.88
U0003055,C0059,S00080,2023-07-29,core_api,214,2.14
U0003056,C0059,S00080,2023-03-18,core_api,192,1.92
U0003057,C0059,S00080,2023-09-19,core_api,209,2.09
U0003058,C0059,S00080,2023-03-03,core_api,216,2.16
U0003059,C0059,S00080,2023-09-21,core_api,219,2.19
U0003060,C0059,S00080,2023-06-09,core_api,203,2.03
U0003061,C0059,S00080,2024-01-28,core_api,196,1.96
U0003062,C0059,S00080,2023-12-03,core_api,202,2.02
U0003063,C0059,S00080,2023-02-06,core_api,181,1.81
U0003064,C0059,S00080,2023-03-13,core_api,204,2.04
U0003065,C0059,S00080,2023-11-08,core_api,201,2.01
U0003066,C0059,S00080,2023-06-13,core_api,214,2.14
U0003067,C0059,S00080,2023-03-14,core_api,184,1.84
U0003068,C0060,S00081,2024-06-24,core_api,182,1.82
